,Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
309,"Kuala Terengganu, Terengganu, Malaysia",12/6/2019,29.0,26.0,27.4,32.7,2.0,13.9,40.0,30.0,6.2,49.0,76.18,"Rain, Partially cloudy"
310,"Kuala Terengganu, Terengganu, Malaysia",12/7/2019,30.3,26.0,27.6,35.1,0.0,18.4,39.38,26.4,6.4,53.3,75.65,Partially cloudy
311,"Kuala Terengganu, Terengganu, Malaysia",12/8/2019,29.0,26.0,27.5,33.6,0.4,15.0,51.52,33.3,6.3,51.5,76.2,"Rain, Partially cloudy"
312,"Kuala Terengganu, Terengganu, Malaysia",12/9/2019,30.0,26.0,27.7,33.3,2.2,15.0,42.71,34.4,6.0,48.3,74.44,"Rain, Partially cloudy"
313,"Kuala Terengganu, Terengganu, Malaysia",12/10/2019,30.0,26.0,27.8,34.1,0.0,15.6,50.21,25.3,6.7,48.7,72.36,Partially cloudy
314,"Kuala Terengganu, Terengganu, Malaysia",12/11/2019,30.5,25.6,27.7,34.9,0.0,12.1,56.78,21.9,6.7,42.1,74.05,Partially cloudy
315,"Kuala Terengganu, Terengganu, Malaysia",12/12/2019,30.0,26.0,27.8,35.1,0.0,10.3,54.57,23.0,6.4,45.3,75.72,Partially cloudy
316,"Kuala Terengganu, Terengganu, Malaysia",12/13/2019,30.6,26.0,27.7,35.7,0.6,15.0,48.86,30.0,6.4,47.0,75.08,"Rain, Partially cloudy"
317,"Kuala Terengganu, Terengganu, Malaysia",12/14/2019,30.6,26.4,27.4,36.1,1.2,18.4,52.5,39.1,6.2,49.0,81.06,"Rain, Partially cloudy"
318,"Kuala Terengganu, Terengganu, Malaysia",12/15/2019,29.0,26.0,27.5,34.5,6.0,16.1,65.0,30.0,6.3,48.0,83.06,"Rain, Partially cloudy"
319,"Kuala Terengganu, Terengganu, Malaysia",12/16/2019,30.0,23.8,26.9,36.2,7.8,17.4,45.48,31.1,6.8,48.7,79.23,"Rain, Partially cloudy"
320,"Kuala Terengganu, Terengganu, Malaysia",12/17/2019,27.0,22.9,26.5,30.6,43.4,15.0,47.83,31.1,5.5,42.8,88.64,"Rain, Partially cloudy"
321,"Kuala Terengganu, Terengganu, Malaysia",12/18/2019,29.0,22.7,26.2,35.6,0.6,12.8,52.06,33.3,6.6,42.6,85.29,"Rain, Partially cloudy"
322,"Kuala Terengganu, Terengganu, Malaysia",12/19/2019,30.0,20.9,25.8,37.4,2.8,16.9,88.16,23.0,6.9,46.7,86.56,"Rain, Partially cloudy"
323,"Kuala Terengganu, Terengganu, Malaysia",12/20/2019,30.0,21.7,26.5,36.2,0.0,14.5,82.41,21.9,7.1,53.9,79.71,Partially cloudy
324,"Kuala Terengganu, Terengganu, Malaysia",12/25/2019,30.0,20.6,25.8,34.1,0.0,25.4,119.06,19.7,7.2,37.0,80.63,Partially cloudy
325,"Kuala Terengganu, Terengganu, Malaysia",12/28/2019,29.0,19.0,25.1,33.6,0.0,23.7,51.48,20.8,7.3,54.8,74.54,Partially cloudy
326,"Kuala Terengganu, Terengganu, Malaysia",12/31/2019,30.0,26.8,28.0,36.2,0.6,10.3,45.0,21.9,6.4,47.2,79.41,"Rain, Partially cloudy"
327,"Kuala Terengganu, Terengganu, Malaysia",1/1/2020,30.0,25.0,27.8,36.2,3.0,12.8,50.87,26.4,6.3,51.2,79.6,"Rain, Partially cloudy"
328,"Kuala Terengganu, Terengganu, Malaysia",1/2/2020,30.0,18.9,25.7,36.2,0.0,16.8,100.0,26.4,7.2,50.6,75.93,Partially cloudy
329,"Kuala Terengganu, Terengganu, Malaysia",1/3/2020,30.0,21.0,26.1,36.2,0.0,14.9,76.74,25.3,7.5,51.2,77.83,Partially cloudy
330,"Kuala Terengganu, Terengganu, Malaysia",1/4/2020,30.0,21.3,27.1,35.1,1.0,21.3,67.33,31.1,6.6,51.7,80.27,"Rain, Partially cloudy"
331,"Kuala Terengganu, Terengganu, Malaysia",1/5/2020,30.1,21.2,27.6,35.3,0.0,10.3,57.73,20.8,6.6,49.6,77.86,Partially cloudy
332,"Kuala Terengganu, Terengganu, Malaysia",1/6/2020,30.0,19.7,25.5,35.1,0.0,12.8,121.09,28.9,7.3,36.8,72.56,Partially cloudy
333,"Kuala Terengganu, Terengganu, Malaysia",1/7/2020,30.0,22.6,25.9,35.1,0.0,12.1,60.74,17.2,7.5,49.2,79.68,Partially cloudy
334,"Kuala Terengganu, Terengganu, Malaysia",1/8/2020,30.0,22.7,26.8,36.2,0.0,12.2,52.95,23.0,7.5,51.7,76.3,Partially cloudy
335,"Kuala Terengganu, Terengganu, Malaysia",1/9/2020,31.0,23.2,27.1,36.5,0.0,17.3,62.17,21.9,6.7,54.3,77.78,Partially cloudy
336,"Kuala Terengganu, Terengganu, Malaysia",1/12/2020,30.0,21.5,25.9,35.1,0.0,15.6,116.07,17.2,7.2,46.1,81.58,Partially cloudy
337,"Kuala Terengganu, Terengganu, Malaysia",01/13/2020,30.0,24.0,27.1,35.1,0.0,15.0,77.06,18.3,7.4,45.3,80.02,Partially cloudy
338,"Kuala Terengganu, Terengganu, Malaysia",01/14/2020,30.0,24.8,27.0,35.1,0.0,17.4,82.8,19.7,7.3,50.7,78.83,Partially cloudy
339,"Kuala Terengganu, Terengganu, Malaysia",01/15/2020,30.1,22.7,27.0,34.4,0.0,13.8,86.76,20.8,6.9,47.2,78.74,Partially cloudy
340,"Kuala Terengganu, Terengganu, Malaysia",01/18/2020,30.0,25.0,27.5,36.2,13.0,9.2,57.89,20.8,6.4,50.7,84.25,"Rain, Partially cloudy"
341,"Kuala Terengganu, Terengganu, Malaysia",01/19/2020,30.0,26.9,27.9,36.3,0.0,9.2,65.38,20.8,6.2,52.4,83.91,Partially cloudy
342,"Kuala Terengganu, Terengganu, Malaysia",01/20/2020,30.0,17.6,27.1,36.2,0.2,15.6,85.0,19.7,6.7,54.1,80.6,"Rain, Partially cloudy"
343,"Kuala Terengganu, Terengganu, Malaysia",01/21/2020,30.0,27.0,28.0,36.2,0.0,9.2,57.83,24.2,6.5,53.3,80.01,Partially cloudy
344,"Kuala Terengganu, Terengganu, Malaysia",01/22/2020,31.0,18.3,27.4,37.7,0.0,14.5,52.0,19.7,6.4,51.0,81.36,Partially cloudy
345,"Kuala Terengganu, Terengganu, Malaysia",01/23/2020,30.0,20.7,25.9,36.2,0.2,15.6,101.74,19.7,6.4,57.4,81.83,"Rain, Partially cloudy"
346,"Kuala Terengganu, Terengganu, Malaysia",01/28/2020,31.0,20.1,26.7,37.7,0.0,9.8,160.45,19.7,7.1,43.9,80.81,Partially cloudy
347,"Kuala Terengganu, Terengganu, Malaysia",01/29/2020,29.0,23.5,27.1,34.5,0.0,8.6,96.47,18.3,7.0,50.3,79.28,Partially cloudy
348,"Kuala Terengganu, Terengganu, Malaysia",01/30/2020,30.0,18.9,24.4,34.3,0.0,12.7,222.14,19.7,7.9,52.0,79.73,Partially cloudy
349,"Kuala Terengganu, Terengganu, Malaysia",01/31/2020,29.0,19.7,24.5,33.6,8.0,11.5,163.94,24.2,7.5,49.1,83.44,"Rain, Partially cloudy"
350,"Kuala Terengganu, Terengganu, Malaysia",2/1/2020,30.0,20.5,25.1,35.2,0.2,13.8,232.28,26.4,8.0,51.9,77.81,"Rain, Partially cloudy"
351,"Kuala Terengganu, Terengganu, Malaysia",2/2/2020,30.0,20.4,24.1,34.1,0.4,12.7,288.76,26.4,8.6,50.7,74.6,"Rain, Partially cloudy"
352,"Kuala Terengganu, Terengganu, Malaysia",2/7/2020,30.0,24.9,27.3,34.1,0.0,13.3,121.3,18.3,7.3,40.3,76.18,Partially cloudy
353,"Kuala Terengganu, Terengganu, Malaysia",2/9/2020,29.0,25.0,27.4,33.6,2.2,17.2,52.39,36.9,6.4,51.0,80.25,"Rain, Partially cloudy"
354,"Kuala Terengganu, Terengganu, Malaysia",2/10/2020,29.1,25.3,26.7,32.9,16.0,13.9,64.57,32.2,6.7,45.8,81.93,"Rain, Partially cloudy"
355,"Kuala Terengganu, Terengganu, Malaysia",2/11/2020,30.0,25.4,27.7,36.2,1.4,10.3,71.47,30.0,6.9,49.3,81.13,"Rain, Partially cloudy"
356,"Kuala Terengganu, Terengganu, Malaysia",2/12/2020,30.0,27.0,28.0,36.9,0.0,9.2,70.0,24.2,6.3,51.4,83.66,Partially cloudy
357,"Kuala Terengganu, Terengganu, Malaysia",02/13/2020,31.0,26.9,28.5,39.1,0.0,5.8,83.33,16.1,6.4,42.9,82.12,Partially cloudy
358,"Kuala Terengganu, Terengganu, Malaysia",02/14/2020,31.0,26.0,28.2,37.7,0.0,6.9,82.86,19.7,6.5,44.6,81.94,Partially cloudy
359,"Kuala Terengganu, Terengganu, Malaysia",02/16/2020,30.0,23.0,27.0,35.1,0.0,6.9,65.0,23.0,6.5,35.3,81.86,Partially cloudy
360,"Kuala Terengganu, Terengganu, Malaysia",02/17/2020,31.0,23.0,25.6,37.7,6.0,6.9,133.33,20.8,6.1,42.1,85.69,"Rain, Partially cloudy"
361,"Kuala Terengganu, Terengganu, Malaysia",02/18/2020,31.0,23.0,27.8,37.7,12.0,11.4,85.67,24.2,6.9,49.0,77.21,"Rain, Partially cloudy"
362,"Kuala Terengganu, Terengganu, Malaysia",02/19/2020,31.0,26.1,28.1,37.1,1.0,10.3,55.45,25.3,6.4,49.9,77.69,"Rain, Partially cloudy"
363,"Kuala Terengganu, Terengganu, Malaysia",02/20/2020,31.0,25.6,28.1,37.7,0.8,11.0,93.64,20.8,6.5,51.8,76.61,"Rain, Partially cloudy"
364,"Kuala Terengganu, Terengganu, Malaysia",02/21/2020,31.0,25.6,28.0,36.5,0.4,13.9,76.25,30.0,6.2,50.4,73.69,"Rain, Partially cloudy"
365,"Kuala Terengganu, Terengganu, Malaysia",02/22/2020,30.1,24.8,27.7,35.1,15.2,17.2,51.25,46.1,6.0,50.3,77.67,"Rain, Partially cloudy"
366,"Kuala Terengganu, Terengganu, Malaysia",02/23/2020,30.0,26.9,27.6,36.2,0.2,15.0,50.87,36.9,6.2,52.3,81.14,"Rain, Partially cloudy"
367,"Kuala Terengganu, Terengganu, Malaysia",02/24/2020,30.0,26.0,27.8,35.1,0.2,14.3,51.36,25.3,6.5,54.6,74.48,"Rain, Partially cloudy"
368,"Kuala Terengganu, Terengganu, Malaysia",02/26/2020,31.0,23.4,27.5,36.5,0.0,15.0,65.71,21.9,6.6,43.5,78.47,Partially cloudy
369,"Kuala Terengganu, Terengganu, Malaysia",02/28/2020,31.0,24.7,27.8,37.7,0.0,8.1,139.58,20.8,6.6,40.0,77.5,Partially cloudy
370,"Kuala Terengganu, Terengganu, Malaysia",3/2/2020,31.0,21.9,26.2,36.5,0.0,17.4,83.95,25.3,7.4,34.1,76.76,Partially cloudy
371,"Kuala Terengganu, Terengganu, Malaysia",3/3/2020,31.0,19.6,26.9,37.7,0.0,9.8,102.31,20.8,7.0,42.2,81.74,Partially cloudy
372,"Kuala Terengganu, Terengganu, Malaysia",3/4/2020,31.0,20.1,27.1,37.7,0.0,14.5,88.93,21.9,6.9,52.3,81.09,Partially cloudy
373,"Kuala Terengganu, Terengganu, Malaysia",3/5/2020,31.0,20.1,27.2,39.1,0.0,15.0,108.33,19.7,6.7,51.9,79.79,Partially cloudy
374,"Kuala Terengganu, Terengganu, Malaysia",3/6/2020,31.0,20.2,26.6,37.7,8.0,15.0,104.41,23.0,6.6,51.3,84.5,"Rain, Partially cloudy"
375,"Kuala Terengganu, Terengganu, Malaysia",3/7/2020,31.0,20.8,27.0,37.7,0.0,18.0,40.65,21.9,7.3,47.6,77.23,Partially cloudy
376,"Kuala Terengganu, Terengganu, Malaysia",3/8/2020,32.0,24.0,27.7,37.9,0.0,9.2,81.33,27.7,6.5,38.6,81.98,Partially cloudy
377,"Kuala Terengganu, Terengganu, Malaysia",3/9/2020,31.1,22.1,26.4,39.3,0.0,14.5,146.47,18.3,7.1,33.7,82.41,Partially cloudy
378,"Kuala Terengganu, Terengganu, Malaysia",03/15/2020,32.0,20.4,28.2,40.6,0.0,22.6,120.33,21.9,6.4,52.1,79.68,Partially cloudy
379,"Kuala Terengganu, Terengganu, Malaysia",03/16/2020,32.0,28.0,29.6,39.2,0.0,8.1,69.0,24.2,6.5,48.6,75.01,Partially cloudy
380,"Kuala Terengganu, Terengganu, Malaysia",03/17/2020,32.0,25.0,28.1,38.9,2.0,9.2,90.0,21.9,6.4,44.2,79.88,"Rain, Partially cloudy"
381,"Kuala Terengganu, Terengganu, Malaysia",03/19/2020,31.0,18.4,26.3,35.5,0.0,11.6,54.67,17.2,7.6,35.4,77.03,Partially cloudy
382,"Kuala Terengganu, Terengganu, Malaysia",03/21/2020,32.0,25.0,27.9,39.2,0.0,12.7,151.54,24.2,6.7,40.8,76.94,Partially cloudy
383,"Kuala Terengganu, Terengganu, Malaysia",03/22/2020,32.0,25.0,28.2,40.6,2.0,6.9,173.64,20.8,6.4,44.3,82.26,"Rain, Partially cloudy"
384,"Kuala Terengganu, Terengganu, Malaysia",03/25/2020,32.0,25.0,28.6,39.2,0.0,10.9,106.67,19.7,7.5,42.7,81.05,Partially cloudy
385,"Kuala Terengganu, Terengganu, Malaysia",03/30/2020,33.0,24.0,28.1,39.3,0.0,13.9,140.29,18.3,7.3,36.9,77.31,Partially cloudy
386,"Kuala Terengganu, Terengganu, Malaysia",03/31/2020,32.0,25.0,28.1,40.6,0.0,11.6,176.25,24.2,6.9,35.4,78.89,Partially cloudy
387,"Kuala Terengganu, Terengganu, Malaysia",4/1/2020,33.0,21.8,29.2,42.1,0.0,13.8,139.21,20.8,7.0,34.0,80.03,Partially cloudy
388,"Kuala Terengganu, Terengganu, Malaysia",4/4/2020,33.0,26.0,29.4,42.1,7.0,6.9,73.53,21.9,6.4,40.6,80.27,"Rain, Partially cloudy"
389,"Kuala Terengganu, Terengganu, Malaysia",4/6/2020,32.0,25.0,28.0,40.6,0.0,5.8,150.83,18.3,6.4,45.2,86.87,Partially cloudy
390,"Kuala Terengganu, Terengganu, Malaysia",4/8/2020,33.0,17.9,28.6,43.8,0.0,9.9,149.23,19.7,6.7,36.9,79.38,Partially cloudy
391,"Kuala Terengganu, Terengganu, Malaysia",4/9/2020,32.0,19.1,28.1,40.6,0.0,13.3,178.64,17.2,6.6,38.4,80.36,Partially cloudy
392,"Kuala Terengganu, Terengganu, Malaysia",4/12/2020,33.0,22.9,29.0,43.0,0.0,16.2,168.75,17.2,6.7,40.8,80.04,Partially cloudy
393,"Kuala Terengganu, Terengganu, Malaysia",04/13/2020,33.0,21.1,28.9,42.1,0.0,13.9,162.73,19.7,6.6,43.5,79.2,Partially cloudy
394,"Kuala Terengganu, Terengganu, Malaysia",04/14/2020,33.0,21.0,28.6,40.6,0.0,9.8,162.08,19.7,6.6,42.5,78.6,Partially cloudy
395,"Kuala Terengganu, Terengganu, Malaysia",04/15/2020,33.0,26.0,29.1,42.1,0.0,6.9,138.89,20.8,6.5,43.8,79.48,Partially cloudy
396,"Kuala Terengganu, Terengganu, Malaysia",04/16/2020,32.0,26.0,29.1,40.6,0.0,6.9,161.25,20.8,6.3,37.2,80.12,Partially cloudy
397,"Kuala Terengganu, Terengganu, Malaysia",04/17/2020,33.0,24.7,28.7,40.6,0.0,10.4,184.67,20.8,6.6,38.1,78.6,Partially cloudy
398,"Kuala Terengganu, Terengganu, Malaysia",04/19/2020,33.0,21.0,28.6,43.8,0.0,10.3,169.58,19.7,6.3,40.2,79.19,Partially cloudy
399,"Kuala Terengganu, Terengganu, Malaysia",04/21/2020,33.0,21.7,29.0,43.8,0.0,9.9,162.27,15.0,7.1,41.0,80.16,Partially cloudy
400,"Kuala Terengganu, Terengganu, Malaysia",04/22/2020,33.0,22.5,29.6,43.8,0.0,11.0,138.18,20.8,6.8,47.9,81.32,Partially cloudy
401,"Kuala Terengganu, Terengganu, Malaysia",04/23/2020,30.0,25.0,27.4,37.4,2.4,6.9,191.25,19.7,5.9,46.6,91.04,"Rain, Partially cloudy"
402,"Kuala Terengganu, Terengganu, Malaysia",04/24/2020,33.0,24.5,28.8,42.1,0.2,13.8,101.67,20.8,6.4,37.4,80.11,"Rain, Partially cloudy"
403,"Kuala Terengganu, Terengganu, Malaysia",04/25/2020,33.0,25.0,27.8,43.8,84.8,13.9,182.86,25.3,5.5,45.3,86.51,"Rain, Partially cloudy"
404,"Kuala Terengganu, Terengganu, Malaysia",04/28/2020,29.9,25.0,25.9,37.4,83.0,11.4,200.53,26.4,5.1,45.2,95.22,"Rain, Partially cloudy"
405,"Kuala Terengganu, Terengganu, Malaysia",04/29/2020,30.0,24.9,27.0,37.4,10.0,9.2,145.79,20.8,6.2,44.6,90.25,"Rain, Partially cloudy"
406,"Kuala Terengganu, Terengganu, Malaysia",04/30/2020,30.0,25.0,27.0,36.2,0.8,10.3,126.92,31.1,6.3,43.5,91.06,"Rain, Partially cloudy"
407,"Kuala Terengganu, Terengganu, Malaysia",5/2/2020,33.3,25.0,28.8,45.3,0.0,8.6,120.75,17.2,7.0,43.7,85.79,Partially cloudy
408,"Kuala Terengganu, Terengganu, Malaysia",5/3/2020,32.0,26.0,29.1,42.3,0.0,8.1,93.95,19.7,6.8,35.8,82.7,Partially cloudy
409,"Kuala Terengganu, Terengganu, Malaysia",5/4/2020,33.0,25.0,29.1,43.8,0.0,9.2,102.31,20.8,6.6,37.0,81.57,Partially cloudy
410,"Kuala Terengganu, Terengganu, Malaysia",5/6/2020,34.3,26.0,29.6,45.9,0.0,10.3,180.73,19.7,7.0,45.3,82.43,Partially cloudy
411,"Kuala Terengganu, Terengganu, Malaysia",5/7/2020,33.0,27.0,29.6,43.8,0.4,14.5,185.31,21.9,7.3,42.3,82.62,"Rain, Partially cloudy"
412,"Kuala Terengganu, Terengganu, Malaysia",5/8/2020,35.1,26.0,29.5,46.6,0.0,8.6,212.41,23.0,7.1,44.8,81.37,Partially cloudy
413,"Kuala Terengganu, Terengganu, Malaysia",5/10/2020,34.4,26.9,29.7,47.1,0.0,8.1,157.23,23.0,6.6,40.1,84.14,Partially cloudy
414,"Kuala Terengganu, Terengganu, Malaysia",5/11/2020,33.0,27.0,29.8,45.8,0.0,8.7,187.31,18.3,7.2,36.5,81.74,Partially cloudy
415,"Kuala Terengganu, Terengganu, Malaysia",5/12/2020,34.0,27.0,29.9,45.8,0.0,8.6,171.11,20.8,6.5,41.4,83.28,Partially cloudy
416,"Kuala Terengganu, Terengganu, Malaysia",05/13/2020,33.0,27.0,29.6,42.3,0.0,8.1,188.33,20.8,6.5,43.4,82.55,Partially cloudy
417,"Kuala Terengganu, Terengganu, Malaysia",05/14/2020,33.0,26.0,29.3,43.8,0.0,8.1,166.67,23.0,6.5,46.0,83.66,Partially cloudy
418,"Kuala Terengganu, Terengganu, Malaysia",05/15/2020,34.8,26.0,29.5,45.3,0.0,9.9,202.57,23.0,6.9,40.8,82.93,Partially cloudy
419,"Kuala Terengganu, Terengganu, Malaysia",05/16/2020,33.0,27.0,29.9,45.1,0.2,9.3,176.92,19.7,6.5,45.3,83.18,"Rain, Partially cloudy"
420,"Kuala Terengganu, Terengganu, Malaysia",05/17/2020,32.9,26.0,29.0,42.3,0.8,15.0,208.18,28.9,6.4,37.6,84.44,"Rain, Partially cloudy"
421,"Kuala Terengganu, Terengganu, Malaysia",05/18/2020,33.0,25.0,29.0,44.1,0.0,11.6,188.67,21.9,6.5,34.9,84.72,Partially cloudy
422,"Kuala Terengganu, Terengganu, Malaysia",05/21/2020,34.0,26.0,30.2,44.2,0.0,21.3,154.25,23.0,7.0,35.2,79.06,Partially cloudy
423,"Kuala Terengganu, Terengganu, Malaysia",05/22/2020,34.4,26.0,29.8,46.3,0.0,6.9,193.89,17.2,7.1,39.9,78.34,Partially cloudy
424,"Kuala Terengganu, Terengganu, Malaysia",05/23/2020,32.0,25.0,27.8,44.1,9.0,17.2,185.28,33.3,6.4,40.6,89.4,"Rain, Partially cloudy"
425,"Kuala Terengganu, Terengganu, Malaysia",05/25/2020,35.5,26.0,29.8,51.2,0.0,8.1,131.58,21.9,6.6,39.8,82.69,Partially cloudy
426,"Kuala Terengganu, Terengganu, Malaysia",05/26/2020,34.4,26.0,29.3,46.4,7.0,8.1,143.61,18.3,6.8,42.8,84.02,"Rain, Partially cloudy"
427,"Kuala Terengganu, Terengganu, Malaysia",05/27/2020,32.0,26.0,28.7,42.3,0.0,6.9,141.67,19.7,6.8,38.3,83.16,Partially cloudy
428,"Kuala Terengganu, Terengganu, Malaysia",05/29/2020,32.7,27.0,28.5,45.9,0.0,15.6,207.0,20.8,6.4,42.2,87.35,Partially cloudy
429,"Kuala Terengganu, Terengganu, Malaysia",6/6/2020,31.0,23.7,27.0,39.1,24.2,12.1,168.46,28.9,6.2,39.1,88.72,"Rain, Partially cloudy"
430,"Kuala Terengganu, Terengganu, Malaysia",6/9/2020,32.0,24.5,28.4,40.6,0.0,9.9,179.58,19.7,7.0,37.2,83.84,Partially cloudy
431,"Kuala Terengganu, Terengganu, Malaysia",6/11/2020,32.0,25.0,28.2,42.3,0.0,5.8,168.89,17.2,6.5,43.4,84.43,Partially cloudy
432,"Kuala Terengganu, Terengganu, Malaysia",6/12/2020,33.0,25.0,27.7,43.5,6.0,15.0,224.71,30.0,6.7,39.4,85.37,"Rain, Partially cloudy"
433,"Kuala Terengganu, Terengganu, Malaysia",06/16/2020,33.0,19.9,27.3,43.8,0.0,11.6,224.4,17.2,7.5,36.7,84.68,Partially cloudy
434,"Kuala Terengganu, Terengganu, Malaysia",06/17/2020,33.0,25.0,28.1,42.3,0.0,10.3,184.74,30.0,6.4,40.1,82.8,Partially cloudy
435,"Kuala Terengganu, Terengganu, Malaysia",06/20/2020,31.8,26.0,27.3,38.7,3.0,5.8,182.78,21.9,6.4,36.4,88.19,"Rain, Partially cloudy"
436,"Kuala Terengganu, Terengganu, Malaysia",06/22/2020,33.0,25.0,28.4,42.3,0.0,6.9,197.14,20.8,6.4,36.9,83.53,Partially cloudy
437,"Kuala Terengganu, Terengganu, Malaysia",06/27/2020,32.0,25.0,27.6,42.3,1.8,5.8,216.92,21.9,6.1,44.4,88.99,"Rain, Partially cloudy"
438,"Kuala Terengganu, Terengganu, Malaysia",06/29/2020,34.1,25.0,28.6,42.3,0.0,9.2,170.0,28.9,6.6,40.2,82.44,Partially cloudy
439,"Kuala Terengganu, Terengganu, Malaysia",7/2/2020,32.0,24.0,27.7,42.3,0.0,6.9,190.0,18.3,6.4,40.3,88.0,Partially cloudy
440,"Kuala Terengganu, Terengganu, Malaysia",7/5/2020,32.8,24.0,28.1,40.6,0.0,9.2,138.57,19.7,6.6,37.3,82.57,Partially cloudy
441,"Kuala Terengganu, Terengganu, Malaysia",7/6/2020,33.0,26.0,29.0,42.1,0.0,5.8,190.83,19.7,6.5,34.9,80.36,Partially cloudy
442,"Kuala Terengganu, Terengganu, Malaysia",7/7/2020,33.0,25.0,28.8,41.5,0.0,12.1,178.57,24.2,6.6,36.6,81.43,Partially cloudy
443,"Kuala Terengganu, Terengganu, Malaysia",7/9/2020,33.0,22.9,27.5,39.3,0.0,13.9,148.55,20.8,6.4,42.8,83.59,Partially cloudy
444,"Kuala Terengganu, Terengganu, Malaysia",7/10/2020,31.0,23.0,25.9,37.7,93.0,9.2,166.67,19.7,6.4,39.1,89.29,"Rain, Partially cloudy"
445,"Kuala Terengganu, Terengganu, Malaysia",7/12/2020,32.0,22.7,27.2,40.6,0.0,11.6,166.41,20.8,7.4,39.7,79.75,Partially cloudy
446,"Kuala Terengganu, Terengganu, Malaysia",07/14/2020,31.0,22.7,26.4,40.6,0.8,13.9,229.0,18.3,7.1,40.9,87.29,"Rain, Partially cloudy"
447,"Kuala Terengganu, Terengganu, Malaysia",07/17/2020,32.0,24.2,27.8,40.6,0.0,13.3,162.0,24.2,8.0,38.6,79.52,Partially cloudy
448,"Kuala Terengganu, Terengganu, Malaysia",07/19/2020,32.8,24.6,28.6,41.7,0.0,11.6,214.81,18.3,7.7,38.5,80.13,Partially cloudy
449,"Kuala Terengganu, Terengganu, Malaysia",07/20/2020,32.0,25.0,28.7,42.3,0.0,10.9,227.67,20.8,6.8,35.8,84.33,Partially cloudy
450,"Kuala Terengganu, Terengganu, Malaysia",07/21/2020,33.7,25.0,29.1,41.1,0.0,11.0,210.67,19.7,6.8,34.2,80.31,Partially cloudy
451,"Kuala Terengganu, Terengganu, Malaysia",07/23/2020,33.0,26.0,29.5,42.1,0.0,8.1,210.47,21.9,7.0,44.0,78.26,Partially cloudy
452,"Kuala Terengganu, Terengganu, Malaysia",07/27/2020,33.0,26.0,28.7,42.1,0.0,8.1,187.06,21.9,6.5,39.4,79.28,Partially cloudy
453,"Kuala Terengganu, Terengganu, Malaysia",07/28/2020,33.0,25.0,28.3,41.2,5.0,12.7,229.24,18.3,6.9,38.7,82.3,"Rain, Partially cloudy"
